id,Opponent,OpponentName,start,end,PersonId,"Time (seconds)",id,Name,icon,color,Gender,"Age Group","Favorite Activity","Height (inches)",zipCode,state,EVENT
50,None,None,"2019-08-24 13:57:09.580 +00:00","2019-08-24 13:57:12.194 +00:00",50,3.0,50,Unkown,star,#33820D,Unkown,Adult,Gaming,70,47401,IN,"Makevention 2019"
51,None,None,"2019-08-24 14:08:35.140 +00:00","2019-08-24 14:08:37.849 +00:00",51,3.0,51,Unkown,star,#33820D,Unkown,Adult,Gaming,70,47401,IN,"Makevention 2019"
52,None,None,"2019-08-24 14:16:00.007 +00:00","2019-08-24 14:16:01.942 +00:00",52,2.0,52,Unkown,star,#33820D,Unkown,Adult,Gaming,70,47401,IN,"Makevention 2019"
53,None,None,"2019-08-24 14:17:02.733 +00:00","2019-08-24 14:17:04.655 +00:00",53,2.0,53,Unkown,star,#33820D,Unkown,Adult,Gaming,70,47401,IN,"Makevention 2019"
54,None,None,"2019-08-24 14:22:26.151 +00:00","2019-08-24 14:22:27.579 +00:00",54,1.0,54,Unkown,diamond,#D3D406,Unkown,Adult,Sports,71,47401,IN,"Makevention 2019"
55,None,None,"2019-08-24 14:39:01.832 +00:00","2019-08-24 14:39:03.824 +00:00",55,2.0,55,Unkown,star,#33820D,Unkown,Adult,Gaming,70,47401,IN,"Makevention 2019"
56,None,None,"2019-08-24 14:41:55.590 +00:00","2019-08-24 14:41:57.436 +00:00",56,2.0,56,Unkown,star,#55D4D2,Unkown,Teen,Cooking,65,47401,IN,"Makevention 2019"
57,None,None,"2019-08-24 14:43:03.690 +00:00","2019-08-24 14:43:04.651 +00:00",57,1.0,57,Unkown,star,#33820D,Unkown,Adult,Gaming,70,47401,IN,"Makevention 2019"
58,None,None,"2019-08-24 14:44:57.848 +00:00","2019-08-24 14:44:58.425 +00:00",58,1.0,58,Unkown,diamond,#0707D2,Unkown,Adult,Sports,63,47401,IN,"Makevention 2019"
59,None,None,"2019-08-24 14:45:43.044 +00:00","2019-08-24 14:45:44.534 +00:00",59,1.0,59,Unkown,cross,#8E1BCE,Unkown,Pre-Teen,Sports,49,47401,IN,"Makevention 2019"
60,None,None,"2019-08-24 14:46:32.851 +00:00","2019-08-24 14:46:33.735 +00:00",60,1.0,60,Unkown,diamond,#0707D2,Unkown,Adult,Sports,63,47401,IN,"Makevention 2019"
61,None,None,"2019-08-24 14:47:12.704 +00:00","2019-08-24 14:47:21.512 +00:00",61,9.0,61,Unkown,triangle-up,#D372D2,Unkown,Kid,Sports,50,47401,IN,"Makevention 2019"
62,None,None,"2019-08-24 14:47:56.781 +00:00","2019-08-24 14:47:58.142 +00:00",62,1.0,62,Unkown,cross,#8E1BCE,Unkown,Kid,Sports,49,47401,IN,"Makevention 2019"
63,None,None,"2019-08-24 14:50:03.151 +00:00","2019-08-24 14:50:05.653 +00:00",63,3.0,63,Unkown,triangle-up,#0707D2,Unkown,Kid,Gaming,36,47401,IN,"Makevention 2019"
64,None,None,"2019-08-24 14:50:41.447 +00:00","2019-08-24 14:50:43.638 +00:00",64,2.0,64,Unkown,triangle-up,#0707D2,Unkown,Kid,Gaming,36,47401,IN,"Makevention 2019"
65,None,None,"2019-08-24 14:51:26.842 +00:00","2019-08-24 14:51:28.998 +00:00",65,2.0,65,Unkown,triangle-up,#0707D2,Unkown,Kid,Gaming,36,47401,IN,"Makevention 2019"
66,None,None,"2019-08-24 14:57:48.041 +00:00","2019-08-24 14:57:48.933 +00:00",66,1.0,66,Unkown,star,#D372D2,Unkown,Kid,Art,36,47401,IN,"Makevention 2019"
67,None,None,"2019-08-24 14:59:15.752 +00:00","2019-08-24 14:59:24.381 +00:00",67,9.0,67,Unkown,star,#8E1BCE,Unkown,Kid,Art,36,47401,IN,"Makevention 2019"
69,None,None,"2019-08-24 15:14:16.634 +00:00","2019-08-24 15:14:19.335 +00:00",69,3.0,69,Unkown,star,#33820D,Unkown,Adult,Gaming,70,47401,IN,"Makevention 2019"
71,None,None,"2019-08-24 15:18:02.209 +00:00","2019-08-24 15:18:04.320 +00:00",71,2.0,71,Unkown,star,#33820D,Unkown,Adult,Gaming,70,47401,IN,"Makevention 2019"
73,None,None,"2019-08-24 15:23:26.417 +00:00","2019-08-24 15:23:31.050 +00:00",73,5.0,73,Unkown,star,#0707D2,Unkown,Kid,Gaming,36,47401,IN,"Makevention 2019"
74,None,None,"2019-08-24 15:24:45.860 +00:00","2019-08-24 15:24:47.520 +00:00",74,2.0,74,Unkown,,#55D4D2,Unkown,Pre-Teen,Sports,49,47401,IN,"Makevention 2019"
75,None,None,"2019-08-24 15:27:09.655 +00:00","2019-08-24 15:27:22.501 +00:00",75,13.0,75,Unkown,triangle-up,#8E1BCE,Unkown,Kid,Art,36,47401,IN,"Makevention 2019"
76,None,None,"2019-08-24 15:28:15.284 +00:00","2019-08-24 15:28:19.711 +00:00",76,4.0,76,Unkown,cross,#33820D,Unkown,Kid,Cooking,36,47401,IN,"Makevention 2019"
77,None,None,"2019-08-24 15:29:46.611 +00:00","2019-08-24 15:29:50.853 +00:00",77,4.0,77,Unkown,cross,#33820D,Unkown,Kid,Cooking,36,47401,IN,"Makevention 2019"
78,None,None,"2019-08-24 15:32:32.175 +00:00","2019-08-24 15:32:36.184 +00:00",78,4.0,78,Unkown,diamond,#D39827,Unkown,Kid,Sports,36,47401,IN,"Makevention 2019"
79,None,None,"2019-08-24 15:41:35.211 +00:00","2019-08-24 15:41:39.261 +00:00",79,4.0,79,Unkown,diamond,#D3D406,Unkown,Kid,Cooking,40,47401,IN,"Makevention 2019"
80,None,None,"2019-08-24 15:43:13.702 +00:00","2019-08-24 15:43:14.287 +00:00",80,1.0,80,Unkown,star,#55D4D2,Unkown,Kid,Cooking,51,47401,IN,"Makevention 2019"
84,None,None,"2019-08-24 15:48:00.754 +00:00","2019-08-24 15:48:02.423 +00:00",84,2.0,84,Unkown,triangle-up,#33820D,Unkown,Pre-Teen,Art,52,47401,IN,"Makevention 2019"
85,None,None,"2019-08-24 15:48:56.454 +00:00","2019-08-24 15:48:59.350 +00:00",85,3.0,85,Unkown,triangle-up,#D372D2,Unkown,Kid,Gaming,36,47401,IN,"Makevention 2019"
86,None,None,"2019-08-24 15:49:49.215 +00:00","2019-08-24 15:49:50.530 +00:00",86,1.0,86,Unkown,cross,#55D4D2,Unkown,Pre-Teen,Gaming,61,47401,IN,"Makevention 2019"
87,None,None,"2019-08-24 15:51:32.799 +00:00",,87,,87,Unkown,star,#0707D2,Unkown,Kid,Gaming,47,47401,IN,"Makevention 2019"
88,None,None,"2019-08-24 16:03:46.147 +00:00","2019-08-24 16:03:46.694 +00:00",88,1.0,88,Unkown,diamond,#55D4D2,Unkown,Kid,Art,53,47401,IN,"Makevention 2019"
89,None,None,"2019-08-24 16:05:08.756 +00:00","2019-08-24 16:05:10.439 +00:00",89,2.0,89,Unkown,diamond,#D372D2,Unkown,Kid,Art,56,47401,IN,"Makevention 2019"
90,None,None,"2019-08-24 16:06:04.840 +00:00","2019-08-24 16:06:06.270 +00:00",90,1.0,90,Unkown,square,#33820D,Unkown,Pre-Teen,Gaming,63,47401,IN,"Makevention 2019"
91,None,None,"2019-08-24 16:07:09.800 +00:00","2019-08-24 16:07:10.891 +00:00",91,1.0,91,Unkown,star,#0707D2,Unkown,Kid,Sports,49,47401,IN,"Makevention 2019"
92,None,None,"2019-08-24 16:10:20.289 +00:00","2019-08-24 16:10:22.472 +00:00",92,2.0,92,Unkown,star,#0707D2,Unkown,Kid,Sports,50,47401,IN,"Makevention 2019"
96,None,None,"2019-08-24 16:28:56.050 +00:00","2019-08-24 16:28:58.176 +00:00",96,2.0,96,Unkown,square,#0707D2,Unkown,Kid,Sports,52,47401,IN,"Makevention 2019"
97,None,None,"2019-08-24 16:29:43.749 +00:00","2019-08-24 16:29:44.751 +00:00",97,1.0,97,Unkown,,#55D4D2,Unkown,Pre-Teen,Cooking,55,47401,IN,"Makevention 2019"
98,None,None,"2019-08-24 16:30:40.826 +00:00","2019-08-24 16:30:42.456 +00:00",98,2.0,98,Unkown,star,#55D4D2,Unkown,Pre-Teen,Cooking,59,47401,IN,"Makevention 2019"
99,None,None,"2019-08-24 16:31:29.357 +00:00","2019-08-24 16:31:30.290 +00:00",99,1.0,99,Unkown,star,#8E1BCE,Unkown,,Other,60,47401,IN,"Makevention 2019"
100,None,None,"2019-08-24 16:32:30.339 +00:00","2019-08-24 16:32:34.026 +00:00",100,4.0,100,Unkown,diamond,#D30706,Unkown,Kid,Sports,50,47401,IN,"Makevention 2019"
101,None,None,"2019-08-24 16:33:36.399 +00:00","2019-08-24 16:33:42.307 +00:00",101,6.0,101,Unkown,triangle-up,#9B180F,Unkown,Kid,Sports,49,47401,IN,"Makevention 2019"
102,None,None,"2019-08-24 16:35:04.907 +00:00","2019-08-24 16:35:08.377 +00:00",102,3.0,102,Unkown,star,#D36E44,Unkown,Kid,Sports,40,47401,IN,"Makevention 2019"
103,None,None,"2019-08-24 16:37:17.823 +00:00","2019-08-24 16:37:22.686 +00:00",103,5.0,103,Unkown,star,#D3D406,Unkown,Kid,,69,47401,IN,"Makevention 2019"
104,None,None,"2019-08-24 16:38:19.194 +00:00","2019-08-24 16:38:22.640 +00:00",104,3.0,104,Unkown,triangle-up,#D372D2,Unkown,Kid,Gaming,36,47401,IN,"Makevention 2019"
106,None,None,"2019-08-24 16:48:03.816 +00:00","2019-08-24 16:48:05.921 +00:00",106,2.0,106,Unkown,cross,#D30706,Unkown,,Cooking,58,47401,IN,"Makevention 2019"
107,None,None,"2019-08-24 16:49:12.903 +00:00","2019-08-24 16:49:14.831 +00:00",107,2.0,107,Unkown,star,#0707D2,Unkown,Kid,Sports,53,47401,IN,"Makevention 2019"
108,None,None,"2019-08-24 16:50:19.087 +00:00","2019-08-24 16:50:27.642 +00:00",108,9.0,108,Unkown,triangle-up,#8E1BCE,Unkown,Kid,Other,55,47401,IN,"Makevention 2019"
109,None,None,"2019-08-24 17:15:10.072 +00:00","2019-08-24 17:15:12.189 +00:00",109,2.0,109,Unkown,star,#33820D,Unkown,Adult,Gaming,70,47401,IN,"Makevention 2019"
113,None,None,"2019-08-24 17:28:41.219 +00:00","2019-08-24 17:28:44.443 +00:00",113,3.0,113,Unkown,diamond,#55D4D2,Unkown,Pre-Teen,Art,44,47401,IN,"Makevention 2019"
126,None,None,"2019-08-24 17:49:42.942 +00:00","2019-08-24 17:49:45.328 +00:00",126,2.0,126,Unkown,star,#33820D,Unkown,Adult,Gaming,70,47401,IN,"Makevention 2019"
127,None,None,"2019-08-24 17:50:21.907 +00:00","2019-08-24 17:50:24.306 +00:00",127,2.0,127,Unkown,diamond,#0707D2,Unkown,,,,47401,IN,"Makevention 2019"
128,None,None,"2019-08-24 17:52:27.658 +00:00","2019-08-24 17:52:29.730 +00:00",128,2.0,128,Unkown,diamond,#0707D2,Unkown,Kid,Sports,42,47401,IN,"Makevention 2019"
129,None,None,"2019-08-24 17:53:10.730 +00:00","2019-08-24 17:53:12.420 +00:00",129,2.0,129,Unkown,star,#D372D2,Unkown,Kid,Art,48,47401,IN,"Makevention 2019"
130,None,None,"2019-08-24 17:55:30.426 +00:00","2019-08-24 17:55:32.640 +00:00",130,2.0,130,Unkown,star,#8E1BCE,Unkown,Kid,Cooking,39,47401,IN,"Makevention 2019"
131,None,None,"2019-08-24 17:57:16.282 +00:00","2019-08-24 17:57:17.776 +00:00",131,1.0,131,Unkown,diamond,#8E1BCE,Unkown,Kid,Cooking,39,47401,IN,"Makevention 2019"
132,None,None,"2019-08-24 17:58:48.057 +00:00","2019-08-24 17:58:49.831 +00:00",132,2.0,132,Unkown,star,#0707D2,Unkown,Pre-Teen,Cooking,58,47401,IN,"Makevention 2019"
133,None,None,"2019-08-24 17:59:32.635 +00:00","2019-08-24 17:59:33.032 +00:00",133,0.0,133,Unkown,star,#8E1BCE,Unkown,Pre-Teen,Cooking,60,47401,IN,"Makevention 2019"
141,None,None,"2019-08-24 18:20:09.276 +00:00","2019-08-24 18:20:18.832 +00:00",141,10.0,141,Unkown,triangle-up,#D30706,Unkown,Kid,Art,36,47401,IN,"Makevention 2019"
152,None,None,"2019-08-24 18:31:01.487 +00:00","2019-08-24 18:31:02.996 +00:00",152,2.0,152,Unkown,diamond,#9B180F,Unkown,Teen,Gaming,67,47401,IN,"Makevention 2019"
153,None,None,"2019-08-24 18:32:24.229 +00:00","2019-08-24 18:32:30.928 +00:00",153,7.0,153,Unkown,cross,#D3D406,Unkown,Pre-Teen,Gaming,52,47401,IN,"Makevention 2019"
154,None,None,"2019-08-24 18:33:12.828 +00:00","2019-08-24 18:33:14.488 +00:00",154,2.0,154,Unkown,cross,#D3D406,Unkown,Pre-Teen,Gaming,53,47401,IN,"Makevention 2019"
156,None,None,"2019-08-24 18:34:46.125 +00:00","2019-08-24 18:34:47.157 +00:00",156,1.0,156,Unkown,triangle-up,#55D4D2,Unkown,Pre-Teen,Gaming,61,47401,IN,"Makevention 2019"
158,None,None,"2019-08-24 18:36:35.287 +00:00","2019-08-24 18:36:36.974 +00:00",158,2.0,158,Unkown,triangle-up,#55D4D2,Unkown,Teen,Gaming,61,47401,IN,"Makevention 2019"
160,None,None,"2019-08-24 18:38:11.145 +00:00","2019-08-24 18:38:12.240 +00:00",160,1.0,160,Unkown,diamond,#9B180F,Unkown,Teen,Gaming,67,47401,IN,"Makevention 2019"
161,None,None,"2019-08-24 18:38:53.858 +00:00","2019-08-24 18:39:01.559 +00:00",161,8.0,161,Unkown,cross,#D36E44,Unkown,Teen,Cooking,74,47401,IN,"Makevention 2019"
163,None,None,"2019-08-24 18:40:36.705 +00:00","2019-08-24 18:40:38.386 +00:00",163,2.0,163,Unkown,star,#33820D,Unkown,Adult,Gaming,70,47401,IN,"Makevention 2019"
164,None,None,"2019-08-24 18:41:48.883 +00:00","2019-08-24 18:41:50.686 +00:00",164,2.0,164,Unkown,star,#0707D2,Unkown,Kid,Sports,45,47401,IN,"Makevention 2019"
166,None,None,"2019-08-24 18:44:39.887 +00:00","2019-08-24 18:44:41.838 +00:00",166,2.0,166,Unkown,star,#33820D,Unkown,Adult,Gaming,70,47401,IN,"Makevention 2019"
167,None,None,"2019-08-24 18:52:20.608 +00:00","2019-08-24 18:52:22.523 +00:00",167,2.0,167,Unkown,star,#8E1BCE,Unkown,Adult,Cooking,72,47401,IN,"Makevention 2019"
168,None,None,"2019-08-24 18:53:09.977 +00:00","2019-08-24 18:53:11.213 +00:00",168,1.0,168,Unkown,cross,#33820D,Unkown,Teen,Sports,54,47401,IN,"Makevention 2019"
169,None,None,"2019-08-24 18:54:32.045 +00:00","2019-08-24 18:54:33.833 +00:00",169,2.0,169,Unkown,diamond,#55D4D2,Unkown,Teen,,55,47401,IN,"Makevention 2019"
170,None,None,"2019-08-24 18:56:18.682 +00:00","2019-08-24 18:56:20.333 +00:00",170,2.0,170,Unkown,star,#D3D406,Unkown,Kid,Sports,48,47401,IN,"Makevention 2019"
171,None,None,"2019-08-24 19:14:02.663 +00:00","2019-08-24 19:14:07.219 +00:00",171,5.0,171,Unkown,star,#33820D,Unkown,Adult,Gaming,70,47401,IN,"Makevention 2019"
172,None,None,"2019-08-24 19:15:10.342 +00:00","2019-08-24 19:15:14.522 +00:00",172,4.0,172,Unkown,star,#33820D,Unkown,Adult,Gaming,70,47401,IN,"Makevention 2019"
173,None,None,"2019-08-24 19:17:35.144 +00:00","2019-08-24 19:17:37.070 +00:00",173,2.0,173,Unkown,star,#D372D2,Unkown,Kid,Sports,42,47401,IN,"Makevention 2019"
174,None,None,"2019-08-24 19:19:06.400 +00:00","2019-08-24 19:19:08.721 +00:00",174,2.0,174,Unkown,triangle-up,#33820D,Unkown,Adult,Cooking,67,47401,IN,"Makevention 2019"
175,None,None,"2019-08-24 19:20:05.008 +00:00",,175,,175,Unkown,diamond,#0707D2,Unkown,Kid,Other,36,47401,IN,"Makevention 2019"
178,None,None,"2019-08-24 19:46:12.843 +00:00","2019-08-24 19:46:14.691 +00:00",178,2.0,178,Unkown,triangle-up,#8E1BCE,Unkown,Adult,Art,66,47401,IN,"Makevention 2019"
179,None,None,"2019-08-24 19:47:10.458 +00:00","2019-08-24 19:47:15.485 +00:00",179,5.0,179,Unkown,,#0707D2,Unkown,Kid,Sports,36,47401,IN,"Makevention 2019"
180,None,None,"2019-08-24 19:48:09.775 +00:00","2019-08-24 19:48:11.031 +00:00",180,1.0,180,Unkown,star,#0707D2,Unkown,Kid,Sports,57,47401,IN,"Makevention 2019"
183,None,None,"2019-10-26 12:52:21.206 +00:00","2019-10-26 12:52:24.704 +00:00",183,3.0,183,Unkown,star,#33820D,Unkown,Adult,Gaming,70,47401,IN,"Makevention 2019"
184,None,None,"2019-10-26 13:06:22.776 +00:00","2019-10-26 13:06:26.734 +00:00",184,4.0,184,Unkown,star,#33820D,Unkown,Adult,Gaming,70,47401,IN,"Makevention 2019"
185,None,None,"2019-10-26 13:09:02.299 +00:00","2019-10-26 13:09:05.978 +00:00",185,4.0,185,Unkown,star,#33820D,Unkown,Adult,Gaming,70,47401,IN,"Makevention 2019"
187,None,None,"2019-10-26 13:38:16.075 +00:00","2019-10-26 13:38:19.402 +00:00",187,3.0,187,Unkown,star,#33820D,Unkown,Adult,Gaming,70,47401,IN,"Makevention 2019"
191,None,None,"2019-10-26 13:48:31.928 +00:00","2019-10-26 13:48:35.577 +00:00",191,4.0,191,Unkown,star,#33820D,Unkown,Adult,Gaming,70,47401,IN,"Makevention 2019"
195,None,None,"2019-10-26 14:10:28.975 +00:00","2019-10-26 14:10:32.481 +00:00",195,4.0,195,Unkown,star,#33820D,Unkown,Adult,Gaming,70,47401,IN,"Makevention 2019"
203,None,None,"2019-10-26 14:20:57.322 +00:00","2019-10-26 14:21:00.550 +00:00",203,3.0,203,Unkown,star,#33820D,Unkown,Adult,Gaming,70,47401,IN,"Makevention 2019"
204,None,None,"2019-10-26 14:22:39.206 +00:00","2019-10-26 14:22:42.627 +00:00",204,3.0,204,Unkown,star,#D30706,Unkown,Kid,Other,37,47401,IN,"Makevention 2019"
205,None,None,"2019-10-26 14:23:52.807 +00:00",,205,,205,Unkown,diamond,#0707D2,Unkown,Kid,Sports,52,47401,IN,"Makevention 2019"
206,None,None,"2019-10-26 14:24:43.295 +00:00","2019-10-26 14:24:52.182 +00:00",206,9.0,206,Unkown,diamond,#0707D2,Unkown,Kid,Sports,52,47401,IN,"Makevention 2019"
207,None,None,"2019-10-26 14:25:33.109 +00:00",,207,,207,Unkown,diamond,#0707D2,Unkown,Kid,Sports,52,47401,IN,"Makevention 2019"
208,None,None,"2019-10-26 14:26:54.689 +00:00","2019-10-26 14:26:58.513 +00:00",208,4.0,208,Unkown,triangle-up,#D30706,Unkown,Kid,Cooking,48,47401,IN,"Makevention 2019"
209,None,None,"2019-10-26 14:27:53.931 +00:00","2019-10-26 14:27:58.423 +00:00",209,4.0,209,Unkown,diamond,#0707D2,Unkown,Kid,Gaming,52,47401,IN,"Makevention 2019"
213,None,None,"2019-10-26 14:32:01.680 +00:00","2019-10-26 14:32:07.155 +00:00",213,5.0,213,Unkown,star,#D30706,Unkown,Kid,Gaming,51,47401,IN,"Makevention 2019"
214,None,None,"2019-10-26 14:32:47.415 +00:00","2019-10-26 14:32:50.175 +00:00",214,3.0,214,Unkown,star,#D30706,Unkown,Kid,Gaming,51,47401,IN,"Makevention 2019"
225,None,None,"2019-10-26 14:47:31.691 +00:00","2019-10-26 14:47:35.406 +00:00",225,4.0,225,Unkown,star,#33820D,Unkown,Adult,Gaming,70,47401,IN,"Makevention 2019"
231,None,None,"2019-10-26 14:56:18.982 +00:00","2019-10-26 14:56:22.044 +00:00",231,3.0,231,Unkown,cross,#D30706,Unkown,Pre-Teen,Other,48,47401,IN,"Makevention 2019"
232,None,None,"2019-10-26 14:57:22.879 +00:00","2019-10-26 14:57:26.334 +00:00",232,3.0,232,Unkown,square,#55D4D2,Unkown,Pre-Teen,Other,60,47401,IN,"Makevention 2019"
235,None,None,"2019-10-26 15:00:17.323 +00:00","2019-10-26 15:00:20.080 +00:00",235,3.0,235,Unkown,diamond,#33820D,Unkown,Kid,Art,60,47401,IN,"Makevention 2019"
236,None,None,"2019-10-26 15:02:16.889 +00:00","2019-10-26 15:02:16.915 +00:00",236,0.0,236,Unkown,diamond,#33820D,Unkown,Kid,Art,59,47401,IN,"Makevention 2019"
241,None,None,"2019-10-26 15:11:14.477 +00:00","2019-10-26 15:11:21.344 +00:00",241,7.0,241,Unkown,diamond,#0707D2,Unkown,Kid,Sports,52,47401,IN,"Makevention 2019"
242,None,None,"2019-10-26 15:12:39.171 +00:00","2019-10-26 15:12:41.443 +00:00",242,2.0,242,Unkown,diamond,#D3D406,Unkown,Kid,Sports,58,47401,IN,"Makevention 2019"
244,None,None,"2019-10-26 15:14:30.638 +00:00","2019-10-26 15:14:32.940 +00:00",244,2.0,244,Unkown,triangle-up,#0707D2,Unkown,Pre-Teen,Gaming,64,47401,IN,"Makevention 2019"
